NDat,Taxon,Family,Order,Character,Reference,CharacterState,Value,Min,Max,Notes,NUsrcrDat,DcrDat,NUsrupDat,DupDat
143296,Stylobasium spathulatum,Surianaceae,Fabales,234. Perianth differentiation (D1),Watson & Dallwitz 2013 (website),234. Perianth differentiation (D1): (0) undifferentiated,,,,,Elisabeth Reyes,25-Feb-14,Elisabeth Reyes,18-Sep-14
126013,Stylobasium spathulatum,Surianaceae,Fabales,301. Number of fertile stamens (C1),Prance 1965 (BullJardBotBrux),,10,,,,Emily Bailes,09-Jul-13,,
126031,Stylobasium spathulatum,Surianaceae,Fabales,305. Filament (D1),Prance 1965 (BullJardBotBrux),305. Filament (D1): (2) long and narrow,,,,,Emily Bailes,09-Jul-13,,
126322,Stylobasium spathulatum,Surianaceae,Fabales,311. Anther orientation (D1),FloraBase 2013 (website),311. Anther orientation (D1): (2) extrorse,,,,,Emily Bailes,09-Jul-13,,
126317,Stylobasium spathulatum,Surianaceae,Fabales,312. Anther attachment (D1),FloraBase 2013 (website),312. Anther attachment (D1): (0) basifixed,,,,,Emily Bailes,09-Jul-13,,
126034,Stylobasium spathulatum,Surianaceae,Fabales,313. Anther dehiscence (D1),Prance 1965 (BullJardBotBrux),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Emily Bailes,09-Jul-13,,
126301,Stylobasium spathulatum,Surianaceae,Fabales,330. Androecium structural phyllotaxy (D1),FloraBase 2013 (website),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Emily Bailes,09-Jul-13,,
126305,Stylobasium spathulatum,Surianaceae,Fabales,331. Number of androecium structural whorls (C1),FloraBase 2013 (website),,2,,,,Emily Bailes,09-Jul-13,,
126492,Stylobasium spathulatum,Surianaceae,Fabales,332. Androecium structural merism (C1),FloraBase 2013 (website),,5,,,,Emily Bailes,09-Jul-13,,
126058,Stylobasium spathulatum,Surianaceae,Fabales,401. Number of structural carpels (C1),Prance 1965 (BullJardBotBrux),,1,,,,Emily Bailes,09-Jul-13,,
126066,Stylobasium spathulatum,Surianaceae,Fabales,411. Number of ovules per functional carpel (C1),Prance 1965 (BullJardBotBrux),,2,,,,Emily Bailes,09-Jul-13,,
85676,Styrax officinalis,Styracaceae,Ericales,100. Sex (D1),Perkins 1928 (book),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Jürg Schönenberger,03-Apr-13,Jürg Schönenberger,03-Apr-13
85678,Styrax officinalis,Styracaceae,Ericales,102. Ovary position (D1),Payer 1857 (Payer),102. Ovary position (D1): (5) 1/4-inferior or less,,,,,Jürg Schönenberger,03-Apr-13,,
85684,Styrax officinalis,Styracaceae,Ericales,201. Number of perianth parts (C1),Perkins 1928 (book),,,10,14,,Jürg Schönenberger,03-Apr-13,,
85687,Styrax officinalis,Styracaceae,Ericales,204. Fusion of perianth (C1),Perkins 1928 (book),,,0.1,1,"Calyx is fully synsepalous
Petals are united basally",Jürg Schönenberger,03-Apr-13,Jürg Schönenberger,03-Apr-13
85688,Styrax officinalis,Styracaceae,Ericales,207. Symmetry of perianth (D1),Perkins 1928 (book),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Jürg Schönenberger,03-Apr-13,,
85679,Styrax officinalis,Styracaceae,Ericales,230. Perianth phyllotaxy (D1),Payer 1857 (Payer),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Jürg Schönenberger,03-Apr-13,,
85680,Styrax officinalis,Styracaceae,Ericales,231. Number of perianth whorls (C1),Payer 1857 (Payer),,2,,,,Jürg Schönenberger,03-Apr-13,,
85683,Styrax officinalis,Styracaceae,Ericales,232. Perianth merism (C1),Perkins 1928 (book),,,5,7,,Jürg Schönenberger,03-Apr-13,,
85682,Styrax officinalis,Styracaceae,Ericales,234. Perianth differentiation (D1),Perkins 1928 (book),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Jürg Schönenberger,03-Apr-13,,
85696,Styrax officinalis,Styracaceae,Ericales,301. Number of fertile stamens (C1),Perkins 1928 (book),,,10,14,,Jürg Schönenberger,03-Apr-13,,
85699,Styrax officinalis,Styracaceae,Ericales,305. Filament (D1),Perkins 1928 (book),305. Filament (D1): (2) long and narrow,,,,see figure 2b,Jürg Schönenberger,03-Apr-13,Maria von Balthazar,14-Dec-15
85710,Styrax officinalis,Styracaceae,Ericales,311. Anther orientation (D1),Perkins 1928 (book),311. Anther orientation (D1): (0) introrse,,,,,Jürg Schönenberger,03-Apr-13,,
85711,Styrax officinalis,Styracaceae,Ericales,312. Anther attachment (D1),Perkins 1928 (book),312. Anther attachment (D1): (1) dorsifixed,,,,,Jürg Schönenberger,03-Apr-13,,
85712,Styrax officinalis,Styracaceae,Ericales,313. Anther dehiscence (D1),Perkins 1928 (book),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Jürg Schönenberger,03-Apr-13,,
85691,Styrax officinalis,Styracaceae,Ericales,330. Androecium structural phyllotaxy (D1),Payer 1857 (Payer),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Jürg Schönenberger,03-Apr-13,,
85692,Styrax officinalis,Styracaceae,Ericales,331. Number of androecium structural whorls (C1),Payer 1857 (Payer),,2,,,in a single series at anthesis,Jürg Schönenberger,03-Apr-13,Jürg Schönenberger,03-Apr-13
85693,Styrax officinalis,Styracaceae,Ericales,332. Androecium structural merism (C1),Perkins 1928 (book),,,5,7,,Jürg Schönenberger,03-Apr-13,,
85714,Styrax officinalis,Styracaceae,Ericales,400. Gynoecium phyllotaxy (D1),Payer 1857 (Payer),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Jürg Schönenberger,03-Apr-13,,
85715,Styrax officinalis,Styracaceae,Ericales,401. Number of structural carpels (C1),Payer 1857 (Payer),,3,,,,Jürg Schönenberger,03-Apr-13,,
85717,Styrax officinalis,Styracaceae,Ericales,403. Fusion of ovaries (C1),Payer 1857 (Payer),,1,,,,Jürg Schönenberger,03-Apr-13,,
85728,Styrax officinalis,Styracaceae,Ericales,411. Number of ovules per functional carpel (C1),Payer 1857 (Payer),,7,,,"approx., see fig. 10
Tsintides et al. 2002 mention that the fruit has only 1-2 ""stony seeds""",Jürg Schönenberger,03-Apr-13,,
82038,Sullivantia oregana,Saxifragaceae,Saxifragales,100. Sex (D1),Flora of North America 2013 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Sophie Nadot,25-Mar-13,Sophie Nadot,25-Mar-13
82189,Sullivantia oregana,Saxifragaceae,Saxifragales,102. Ovary position (D1),Flora of North America 2013 (website),102. Ovary position (D1): (3) 3/4-inferior or more,,,,,Sophie Nadot,25-Mar-13,,
82100,Sullivantia oregana,Saxifragaceae,Saxifragales,201. Number of perianth parts (C1),Flora of North America 2013 (website),,10,,,,Sophie Nadot,25-Mar-13,,
82110,Sullivantia oregana,Saxifragaceae,Saxifragales,204. Fusion of perianth (C1),Flora of North America 2013 (website),,0,,,,Sophie Nadot,25-Mar-13,,
82113,Sullivantia oregana,Saxifragaceae,Saxifragales,207. Symmetry of perianth (D1),Flora of North America 2013 (website),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Sophie Nadot,25-Mar-13,,
82054,Sullivantia oregana,Saxifragaceae,Saxifragales,230. Perianth phyllotaxy (D1),Flora of North America 2013 (website),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Sophie Nadot,25-Mar-13,,
82057,Sullivantia oregana,Saxifragaceae,Saxifragales,231. Number of perianth whorls (C1),Flora of North America 2013 (website),,2,,,,Sophie Nadot,25-Mar-13,,
82059,Sullivantia oregana,Saxifragaceae,Saxifragales,232. Perianth merism (C1),Flora of North America 2013 (website),,5,,,,Sophie Nadot,25-Mar-13,,
82096,Sullivantia oregana,Saxifragaceae,Saxifragales,234. Perianth differentiation (D1),Flora of North America 2013 (website),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Sophie Nadot,25-Mar-13,,
82144,Sullivantia oregana,Saxifragaceae,Saxifragales,301. Number of fertile stamens (C1),Flora of North America 2013 (website),,5,,,,Sophie Nadot,25-Mar-13,,
82157,Sullivantia oregana,Saxifragaceae,Saxifragales,313. Anther dehiscence (D1),Flora of North America 2013 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Sophie Nadot,25-Mar-13,,
82130,Sullivantia oregana,Saxifragaceae,Saxifragales,330. Androecium structural phyllotaxy (D1),Flora of North America 2013 (website),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Sophie Nadot,25-Mar-13,Sophie Nadot,25-Mar-13
82131,Sullivantia oregana,Saxifragaceae,Saxifragales,331. Number of androecium structural whorls (C1),plants.usda.gov 2013 (website),,1,,,,Sophie Nadot,25-Mar-13,,
82142,Sullivantia oregana,Saxifragaceae,Saxifragales,332. Androecium structural merism (C1),Flora of North America 2013 (website),,5,,,,Sophie Nadot,25-Mar-13,,
82160,Sullivantia oregana,Saxifragaceae,Saxifragales,400. Gynoecium phyllotaxy (D1),Flora of North America 2013 (website),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Sophie Nadot,25-Mar-13,,
82161,Sullivantia oregana,Saxifragaceae,Saxifragales,401. Number of structural carpels (C1),Flora of North America 2013 (website),,2,,,,Sophie Nadot,25-Mar-13,,
82164,Sullivantia oregana,Saxifragaceae,Saxifragales,403. Fusion of ovaries (C1),Flora of North America 2013 (website),,1,,,,Sophie Nadot,25-Mar-13,,
124605,Suregada boiviniana,Euphorbiaceae,Malpighiales,100. Sex (D1),Coldb (Paris Herbarium) 2013 (website),100. Sex (D1): (7) unisexual dioecious (structurally and functionally),,,,"herbarium specimen. Perrier de la Bâthie, H. 12307",Anaëlle Soulebeau,08-Jul-13,,
124715,Suregada boiviniana,Euphorbiaceae,Malpighiales,100. Sex (D1),Flora of China 2013 (website),100. Sex (D1): (7) unisexual dioecious (structurally and functionally),,,,"staminodes sometimes present
pistillode absent",Anaëlle Soulebeau,08-Jul-13,Anaëlle Soulebeau,08-Jul-13
124750,Suregada boiviniana,Euphorbiaceae,Malpighiales,201. Number of perianth parts (C1),Flora of China 2013 (website),,4,,,"male flowers: 5-6 sepals, no petals
female flowers: 4-8 sepals, no petals",Anaëlle Soulebeau,08-Jul-13,,
124752,Suregada boiviniana,Euphorbiaceae,Malpighiales,201. Number of perianth parts (C1),Flora of China 2013 (website),,8,,,"male flowers: 5-6 sepals, no petals
female flowers: 4-8 sepals, no petals",Anaëlle Soulebeau,08-Jul-13,,
124832,Suregada boiviniana,Euphorbiaceae,Malpighiales,204. Fusion of perianth (C1),Schatz 2001a (book),,0,,,free sepals,Anaëlle Soulebeau,08-Jul-13,,
124739,Suregada boiviniana,Euphorbiaceae,Malpighiales,231. Number of perianth whorls (C1),Flora of China 2013 (website),,1,,,sepals but no petals,Anaëlle Soulebeau,08-Jul-13,,
124755,Suregada boiviniana,Euphorbiaceae,Malpighiales,301. Number of fertile stamens (C1),Schatz 2001a (book),,10,,,(6-) 10-25 (-60),Anaëlle Soulebeau,08-Jul-13,Anaëlle Soulebeau,08-Jul-13
124757,Suregada boiviniana,Euphorbiaceae,Malpighiales,301. Number of fertile stamens (C1),Schatz 2001a (book),,25,,,(6-) 10-25 (-60),Anaëlle Soulebeau,08-Jul-13,Anaëlle Soulebeau,08-Jul-13
124840,Suregada boiviniana,Euphorbiaceae,Malpighiales,311. Anther orientation (D1),Schatz 2001a (book),311. Anther orientation (D1): (2) extrorse,,,,,Anaëlle Soulebeau,08-Jul-13,,
124760,Suregada boiviniana,Euphorbiaceae,Malpighiales,313. Anther dehiscence (D1),Flora of China 2013 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Anaëlle Soulebeau,08-Jul-13,,
124842,Suregada boiviniana,Euphorbiaceae,Malpighiales,313. Anther dehiscence (D1),Schatz 2001a (book),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Anaëlle Soulebeau,08-Jul-13,,
124784,Suregada boiviniana,Euphorbiaceae,Malpighiales,401. Number of structural carpels (C1),Flora of China 2013 (website),,3,,,ovary (2 or) 3 (or 4)-locular,Anaëlle Soulebeau,08-Jul-13,,
124820,Suregada boiviniana,Euphorbiaceae,Malpighiales,411. Number of ovules per functional carpel (C1),Flora of China 2013 (website),,1,,,,Anaëlle Soulebeau,08-Jul-13,,
84770,Swietenia macrophylla,Meliaceae,Sapindales,100. Sex (D1),Gouvea et al 2008 (BJLS),"100. Sex (D1): (3) unisexual monoecious (functionally), but structurally bisexual",,,,,Maria von Balthazar,27-Mar-13,Maria von Balthazar,27-Mar-13
84790,Swietenia macrophylla,Meliaceae,Sapindales,102. Ovary position (D1),Gouvea et al 2008 (BJLS),102. Ovary position (D1): (0) superior,,,,,Maria von Balthazar,27-Mar-13,,
84806,Swietenia macrophylla,Meliaceae,Sapindales,201. Number of perianth parts (C1),Gouvea et al 2008 (BJLS),,10,,,,Maria von Balthazar,27-Mar-13,,
84809,Swietenia macrophylla,Meliaceae,Sapindales,204. Fusion of perianth (C1),Gouvea et al 2008 (BJLS),,0.5,,,sepals,Maria von Balthazar,27-Mar-13,,
84812,Swietenia macrophylla,Meliaceae,Sapindales,204. Fusion of perianth (C1),Gouvea et al 2008 (BJLS),,0,,,petals,Maria von Balthazar,27-Mar-13,,
84815,Swietenia macrophylla,Meliaceae,Sapindales,207. Symmetry of perianth (D1),Gouvea et al 2008 (BJLS),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Maria von Balthazar,27-Mar-13,,
84798,Swietenia macrophylla,Meliaceae,Sapindales,230. Perianth phyllotaxy (D1),Gouvea et al 2008 (BJLS),230. Perianth phyllotaxy (D1): (0) whorled,,,,"sepals arise in a spiral, petals simultanously",Maria von Balthazar,27-Mar-13,Maria von Balthazar,27-Mar-13
84800,Swietenia macrophylla,Meliaceae,Sapindales,231. Number of perianth whorls (C1),Gouvea et al 2008 (BJLS),,2,,,,Maria von Balthazar,27-Mar-13,,
84801,Swietenia macrophylla,Meliaceae,Sapindales,232. Perianth merism (C1),Gouvea et al 2008 (BJLS),,5,,,,Maria von Balthazar,27-Mar-13,,
84804,Swietenia macrophylla,Meliaceae,Sapindales,234. Perianth differentiation (D1),Gouvea et al 2008 (BJLS),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Maria von Balthazar,27-Mar-13,,
84866,Swietenia macrophylla,Meliaceae,Sapindales,301. Number of fertile stamens (C1),Gouvea et al 2008 (BJLS),,10,,,in male flowers,Maria von Balthazar,27-Mar-13,,
84871,Swietenia macrophylla,Meliaceae,Sapindales,305. Filament (D1),Gouvea et al 2008 (BJLS),305. Filament (D1): (8) fused into synandrium,,,,,Maria von Balthazar,27-Mar-13,Maria von Balthazar,24-Nov-15
84888,Swietenia macrophylla,Meliaceae,Sapindales,311. Anther orientation (D1),Gouvea et al 2008 (BJLS),311. Anther orientation (D1): (1) latrorse,,,,,Maria von Balthazar,27-Mar-13,,
113800,Swietenia macrophylla,Meliaceae,Sapindales,312. Anther attachment (D1),Gouvea et al 2008 (BJLS),312. Anther attachment (D1): (1) dorsifixed,,,,illustration,Maria von Balthazar,30-Apr-13,Maria von Balthazar,30-Apr-13
113801,Swietenia macrophylla,Meliaceae,Sapindales,313. Anther dehiscence (D1),Gouvea et al 2008 (BJLS),313. Anther dehiscence (D1): (0) longitudinal slit,,,,illustration,Maria von Balthazar,30-Apr-13,,
84851,Swietenia macrophylla,Meliaceae,Sapindales,330. Androecium structural phyllotaxy (D1),Gouvea et al 2008 (BJLS),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Maria von Balthazar,27-Mar-13,,
84858,Swietenia macrophylla,Meliaceae,Sapindales,331. Number of androecium structural whorls (C1),Gouvea et al 2008 (BJLS),,1,,,they arise however in two whorls,Maria von Balthazar,27-Mar-13,,
84860,Swietenia macrophylla,Meliaceae,Sapindales,332. Androecium structural merism (C1),Gouvea et al 2008 (BJLS),,5,,,,Maria von Balthazar,27-Mar-13,,
84896,Swietenia macrophylla,Meliaceae,Sapindales,400. Gynoecium phyllotaxy (D1),Gouvea et al 2008 (BJLS),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Maria von Balthazar,27-Mar-13,,
84897,Swietenia macrophylla,Meliaceae,Sapindales,401. Number of structural carpels (C1),Gouvea et al 2008 (BJLS),,5,,,,Maria von Balthazar,27-Mar-13,,
84902,Swietenia macrophylla,Meliaceae,Sapindales,403. Fusion of ovaries (C1),Gouvea et al 2008 (BJLS),,1,,,,Maria von Balthazar,27-Mar-13,,
84931,Swietenia macrophylla,Meliaceae,Sapindales,411. Number of ovules per functional carpel (C1),Gouvea et al 2008 (BJLS),,,12,16,in male flowers rudimentary,Maria von Balthazar,27-Mar-13,Maria von Balthazar,27-Mar-13
121175,Symphonia tanalensis,Clusiaceae,Malpighiales,100. Sex (D1),Perrier de La Bâthie 1950 (FloreMadagascar),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Charlotte Prieu,04-Jul-13,,
121177,Symphonia tanalensis,Clusiaceae,Malpighiales,102. Ovary position (D1),Perrier de La Bâthie 1950 (FloreMadagascar),102. Ovary position (D1): (0) superior,,,,,Charlotte Prieu,04-Jul-13,,
121189,Symphonia tanalensis,Clusiaceae,Malpighiales,201. Number of perianth parts (C1),Perrier de La Bâthie 1950 (FloreMadagascar),,10,,,,Charlotte Prieu,04-Jul-13,,
121191,Symphonia tanalensis,Clusiaceae,Malpighiales,207. Symmetry of perianth (D1),Perrier de La Bâthie 1950 (FloreMadagascar),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Charlotte Prieu,04-Jul-13,,
121182,Symphonia tanalensis,Clusiaceae,Malpighiales,230. Perianth phyllotaxy (D1),Perrier de La Bâthie 1950 (FloreMadagascar),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Charlotte Prieu,04-Jul-13,,
121185,Symphonia tanalensis,Clusiaceae,Malpighiales,231. Number of perianth whorls (C1),Perrier de La Bâthie 1950 (FloreMadagascar),,2,,,,Charlotte Prieu,04-Jul-13,,
121187,Symphonia tanalensis,Clusiaceae,Malpighiales,232. Perianth merism (C1),Perrier de La Bâthie 1950 (FloreMadagascar),,5,,,,Charlotte Prieu,04-Jul-13,,
121188,Symphonia tanalensis,Clusiaceae,Malpighiales,234. Perianth differentiation (D1),Perrier de La Bâthie 1950 (FloreMadagascar),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Charlotte Prieu,04-Jul-13,,
121211,Symphonia tanalensis,Clusiaceae,Malpighiales,301. Number of fertile stamens (C1),Perrier de La Bâthie 1950 (FloreMadagascar),,20,,,"5 groups of 4 stamens, fused by the filament",Charlotte Prieu,04-Jul-13,,
121218,Symphonia tanalensis,Clusiaceae,Malpighiales,305. Filament (D1),Perrier de La Bâthie 1950 (FloreMadagascar),305. Filament (D1): (2) long and narrow,,,,,Charlotte Prieu,04-Jul-13,Maria von Balthazar,06-Jul-16
121226,Symphonia tanalensis,Clusiaceae,Malpighiales,313. Anther dehiscence (D1),Perrier de La Bâthie 1950 (FloreMadagascar),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Charlotte Prieu,04-Jul-13,,
121199,Symphonia tanalensis,Clusiaceae,Malpighiales,330. Androecium structural phyllotaxy (D1),Perrier de La Bâthie 1950 (FloreMadagascar),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Charlotte Prieu,04-Jul-13,,
121200,Symphonia tanalensis,Clusiaceae,Malpighiales,331. Number of androecium structural whorls (C1),Perrier de La Bâthie 1950 (FloreMadagascar),,1,,,,Charlotte Prieu,04-Jul-13,,
121228,Symphonia tanalensis,Clusiaceae,Malpighiales,400. Gynoecium phyllotaxy (D1),Perrier de La Bâthie 1950 (FloreMadagascar),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Charlotte Prieu,04-Jul-13,,
121231,Symphonia tanalensis,Clusiaceae,Malpighiales,401. Number of structural carpels (C1),Perrier de La Bâthie 1950 (FloreMadagascar),,5,,,,Charlotte Prieu,04-Jul-13,,
121233,Symphonia tanalensis,Clusiaceae,Malpighiales,403. Fusion of ovaries (C1),Perrier de La Bâthie 1950 (FloreMadagascar),,1,,,,Charlotte Prieu,04-Jul-13,,
121241,Symphonia tanalensis,Clusiaceae,Malpighiales,411. Number of ovules per functional carpel (C1),Perrier de La Bâthie 1950 (FloreMadagascar),,,4,6,,Charlotte Prieu,04-Jul-13,,
121239,Symphoricarpos albus,Caprifoliaceae,Dipsacales,100. Sex (D1),Angiosperm Phylogeny Website 2013 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Patrícia dos Santos,04-Jul-13,,
121376,Symphoricarpos albus,Caprifoliaceae,Dipsacales,102. Ovary position (D1),Roels & Smets 1996 (IJPS),102. Ovary position (D1): (1) inferior,,,,,Patrícia dos Santos,04-Jul-13,,
121306,Symphoricarpos albus,Caprifoliaceae,Dipsacales,201. Number of perianth parts (C1),Roels & Smets 1996 (IJPS),,10,,,,Patrícia dos Santos,04-Jul-13,,
121321,Symphoricarpos albus,Caprifoliaceae,Dipsacales,204. Fusion of perianth (C1),Wild Flower Finder 2015 (website),,0.5,,,both sepals and petals,Patrícia dos Santos,04-Jul-13,Maria von Balthazar,24-Nov-15
121322,Symphoricarpos albus,Caprifoliaceae,Dipsacales,207. Symmetry of perianth (D1),Roels & Smets 1996 (IJPS),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Patrícia dos Santos,04-Jul-13,,
121243,Symphoricarpos albus,Caprifoliaceae,Dipsacales,230. Perianth phyllotaxy (D1),Angiosperm Phylogeny Website 2013 (website),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Patrícia dos Santos,04-Jul-13,,
121267,Symphoricarpos albus,Caprifoliaceae,Dipsacales,231. Number of perianth whorls (C1),Roels & Smets 1996 (IJPS),,2,,,,Patrícia dos Santos,04-Jul-13,,
121268,Symphoricarpos albus,Caprifoliaceae,Dipsacales,232. Perianth merism (C1),Roels & Smets 1996 (IJPS),,5,,,,Patrícia dos Santos,04-Jul-13,,
121304,Symphoricarpos albus,Caprifoliaceae,Dipsacales,234. Perianth differentiation (D1),Roels & Smets 1996 (IJPS),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Patrícia dos Santos,04-Jul-13,,
121345,Symphoricarpos albus,Caprifoliaceae,Dipsacales,301. Number of fertile stamens (C1),Roels & Smets 1996 (IJPS),,5,,,,Patrícia dos Santos,04-Jul-13,,
189978,Symphoricarpos albus,Caprifoliaceae,Dipsacales,305. Filament (D1),Wild Flower Finder 2015 (website),305. Filament (D1): (2) long and narrow,,,,,Maria von Balthazar,24-Nov-15,,
121327,Symphoricarpos albus,Caprifoliaceae,Dipsacales,330. Androecium structural phyllotaxy (D1),Roels & Smets 1996 (IJPS),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Patrícia dos Santos,04-Jul-13,,
121332,Symphoricarpos albus,Caprifoliaceae,Dipsacales,331. Number of androecium structural whorls (C1),Roels & Smets 1996 (IJPS),,1,,,,Patrícia dos Santos,04-Jul-13,,
121335,Symphoricarpos albus,Caprifoliaceae,Dipsacales,332. Androecium structural merism (C1),Roels & Smets 1996 (IJPS),,5,,,,Patrícia dos Santos,04-Jul-13,,
121411,Symphoricarpos albus,Caprifoliaceae,Dipsacales,401. Number of structural carpels (C1),Roels & Smets 1996 (IJPS),,4,,,,Patrícia dos Santos,04-Jul-13,,
121418,Symphoricarpos albus,Caprifoliaceae,Dipsacales,403. Fusion of ovaries (C1),Roels & Smets 1996 (IJPS),,1,,,,Patrícia dos Santos,04-Jul-13,,
121421,Symphoricarpos albus,Caprifoliaceae,Dipsacales,411. Number of ovules per functional carpel (C1),Roels & Smets 1996 (IJPS),,2,,,,Patrícia dos Santos,04-Jul-13,,
121840,Symplocos zizyphoides,Symplocaceae,Ericales,100. Sex (D1),Stefan D. Löfstrand 2013 (personal observation),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Stefan Löfstrand,05-Jul-13,,
121843,Symplocos zizyphoides,Symplocaceae,Ericales,102. Ovary position (D1),Fritsch et al 2008 (Taxon),102. Ovary position (D1): (1) inferior,,,,,Stefan Löfstrand,05-Jul-13,,
121887,Symplocos zizyphoides,Symplocaceae,Ericales,201. Number of perianth parts (C1),Stefan D. Löfstrand 2013 (personal observation),,10,,,,Stefan Löfstrand,05-Jul-13,,
121896,Symplocos zizyphoides,Symplocaceae,Ericales,204. Fusion of perianth (C1),Stefan D. Löfstrand 2013 (personal observation),,,0.05,0.2,,Stefan Löfstrand,05-Jul-13,Stefan Löfstrand,05-Jul-13
121899,Symplocos zizyphoides,Symplocaceae,Ericales,207. Symmetry of perianth (D1),Stefan D. Löfstrand 2013 (personal observation),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Stefan Löfstrand,05-Jul-13,,
121864,Symplocos zizyphoides,Symplocaceae,Ericales,230. Perianth phyllotaxy (D1),Stefan D. Löfstrand 2013 (personal observation),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Stefan Löfstrand,05-Jul-13,,
121866,Symplocos zizyphoides,Symplocaceae,Ericales,231. Number of perianth whorls (C1),Stefan D. Löfstrand 2013 (personal observation),,2,,,,Stefan Löfstrand,05-Jul-13,,
121868,Symplocos zizyphoides,Symplocaceae,Ericales,232. Perianth merism (C1),Stefan D. Löfstrand 2013 (personal observation),,5,,,,Stefan Löfstrand,05-Jul-13,,
121884,Symplocos zizyphoides,Symplocaceae,Ericales,234. Perianth differentiation (D1),Fritsch et al 2008 (Taxon),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Stefan Löfstrand,05-Jul-13,,
121925,Symplocos zizyphoides,Symplocaceae,Ericales,301. Number of fertile stamens (C1),Stefan D. Löfstrand 2014 (personal observation),,9999,,,numerous,Stefan Löfstrand,05-Jul-13,Stefan Löfstrand,25-Jul-14
121967,Symplocos zizyphoides,Symplocaceae,Ericales,311. Anther orientation (D1),Fritsch et al 2008 (Taxon),311. Anther orientation (D1): (0) introrse,,,,,Stefan Löfstrand,05-Jul-13,,
121968,Symplocos zizyphoides,Symplocaceae,Ericales,312. Anther attachment (D1),Fritsch et al 2008 (Taxon),312. Anther attachment (D1): (0) basifixed,,,,,Stefan Löfstrand,05-Jul-13,,
121971,Symplocos zizyphoides,Symplocaceae,Ericales,313. Anther dehiscence (D1),Fritsch et al 2008 (Taxon),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Stefan Löfstrand,05-Jul-13,,
121996,Symplocos zizyphoides,Symplocaceae,Ericales,400. Gynoecium phyllotaxy (D1),Fritsch et al 2008 (Taxon),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Stefan Löfstrand,05-Jul-13,,
121998,Symplocos zizyphoides,Symplocaceae,Ericales,401. Number of structural carpels (C1),Fritsch et al 2008 (Taxon),,3,,,,Stefan Löfstrand,05-Jul-13,,
122007,Symplocos zizyphoides,Symplocaceae,Ericales,403. Fusion of ovaries (C1),Stefan D. Löfstrand 2013 (personal observation),,1,,,,Stefan Löfstrand,05-Jul-13,,
122033,Symplocos zizyphoides,Symplocaceae,Ericales,411. Number of ovules per functional carpel (C1),Fritsch et al 2008 (Taxon),,,2,4,,Stefan Löfstrand,05-Jul-13,,
12074,Syringa vulgaris,Oleaceae,Lamiales,100. Sex (D1),Flora of Pakistan 2011 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Bader Kezzim,28-Jun-11,,
