NDat,Taxon,Family,Order,Character,Reference,CharacterState,Value,Min,Max,Notes,NUsrcrDat,DcrDat,NUsrupDat,DupDat
126039,Abatia parviflora,Salicaceae,Malpighiales,100. Sex (D1),Warburg 1894 (EnglerPrantl),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Yannick Städler,09-Jul-13,,
126278,Abatia parviflora,Salicaceae,Malpighiales,102. Ovary position (D1),Warburg 1894 (EnglerPrantl),102. Ovary position (D1): (0) superior,,,,,Yannick Städler,09-Jul-13,,
126251,Abatia parviflora,Salicaceae,Malpighiales,201. Number of perianth parts (C1),Sleumer 1980 (FloraNeotropica),,,4,5,,Yannick Städler,09-Jul-13,,
126296,Abatia parviflora,Salicaceae,Malpighiales,201. Number of perianth parts (C1),Sleumer 1980 (FloraNeotropica),,,4,5,,Yannick Städler,09-Jul-13,,
126304,Abatia parviflora,Salicaceae,Malpighiales,204. Fusion of perianth (C1),Sleumer 1980 (FloraNeotropica),,,0.05,0.1,,Yannick Städler,09-Jul-13,,
126308,Abatia parviflora,Salicaceae,Malpighiales,207. Symmetry of perianth (D1),Sleumer 1980 (FloraNeotropica),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Yannick Städler,09-Jul-13,,
126289,Abatia parviflora,Salicaceae,Malpighiales,230. Perianth phyllotaxy (D1),Sleumer 1980 (FloraNeotropica),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Yannick Städler,09-Jul-13,,
126009,Abatia parviflora,Salicaceae,Malpighiales,231. Number of perianth whorls (C1),Ruiz & Pavón 1798 (book),,1,,,,Yannick Städler,09-Jul-13,,
126290,Abatia parviflora,Salicaceae,Malpighiales,231. Number of perianth whorls (C1),Sleumer 1980 (FloraNeotropica),,1,,,,Yannick Städler,09-Jul-13,,
126018,Abatia parviflora,Salicaceae,Malpighiales,232. Perianth merism (C1),Ruiz & Pavón 1798 (book),,4,,,,Yannick Städler,09-Jul-13,,
126292,Abatia parviflora,Salicaceae,Malpighiales,232. Perianth merism (C1),Sleumer 1980 (FloraNeotropica),,,4,5,,Yannick Städler,09-Jul-13,,
126252,Abatia parviflora,Salicaceae,Malpighiales,301. Number of fertile stamens (C1),Sleumer 1980 (FloraNeotropica),,,20,30,,Yannick Städler,09-Jul-13,Yannick Städler,09-Jul-13
126369,Abatia parviflora,Salicaceae,Malpighiales,305. Filament (D1),Warburg 1894 (EnglerPrantl),305. Filament (D1): (2) long and narrow,,,,,Yannick Städler,09-Jul-13,,
126396,Abatia parviflora,Salicaceae,Malpighiales,311. Anther orientation (D1),Warburg 1894 (EnglerPrantl),311. Anther orientation (D1): (0) introrse,,,,,Yannick Städler,09-Jul-13,,
126401,Abatia parviflora,Salicaceae,Malpighiales,312. Anther attachment (D1),Warburg 1894 (EnglerPrantl),312. Anther attachment (D1): (0) basifixed,,,,sub-basixed,Yannick Städler,09-Jul-13,Maria von Balthazar,27-Oct-15
126406,Abatia parviflora,Salicaceae,Malpighiales,313. Anther dehiscence (D1),Warburg 1894 (EnglerPrantl),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Yannick Städler,09-Jul-13,,
126419,Abatia parviflora,Salicaceae,Malpighiales,401. Number of structural carpels (C1),Little 2001 (website),,3,,,,Yannick Städler,09-Jul-13,,
126025,Abatia parviflora,Salicaceae,Malpighiales,403. Fusion of ovaries (C1),Ruiz & Pavón 1798 (book),,1,,,,Yannick Städler,09-Jul-13,,
81772,Abelia triflora,Caprifoliaceae,Dipsacales,100. Sex (D1),Flora of Pakistan 2013 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Florian Jabbour,25-Mar-13,,
81863,Abelia triflora,Caprifoliaceae,Dipsacales,102. Ovary position (D1),Flora of Pakistan 2013 (website),102. Ovary position (D1): (1) inferior,,,,,Florian Jabbour,25-Mar-13,,
81796,Abelia triflora,Caprifoliaceae,Dipsacales,201. Number of perianth parts (C1),Flora of Pakistan 2013 (website),,10,,,,Florian Jabbour,25-Mar-13,,
81799,Abelia triflora,Caprifoliaceae,Dipsacales,204. Fusion of perianth (C1),Flora of Pakistan 2013 (website),,0.4,,,Calyx,Florian Jabbour,25-Mar-13,,
81802,Abelia triflora,Caprifoliaceae,Dipsacales,204. Fusion of perianth (C1),Flora of Pakistan 2013 (website),,0.5,,,Corolla,Florian Jabbour,25-Mar-13,,
81807,Abelia triflora,Caprifoliaceae,Dipsacales,207. Symmetry of perianth (D1),Flora of Pakistan 2013 (website),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Florian Jabbour,25-Mar-13,,
152413,Abelia triflora,Caprifoliaceae,Dipsacales,230. Perianth phyllotaxy (D1),Flora of Pakistan 2014 (website),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Elisabeth Reyes,11-Jun-14,,
81778,Abelia triflora,Caprifoliaceae,Dipsacales,231. Number of perianth whorls (C1),Flora of Pakistan 2013 (website),,2,,,,Florian Jabbour,25-Mar-13,,
81779,Abelia triflora,Caprifoliaceae,Dipsacales,232. Perianth merism (C1),Flora of Pakistan 2013 (website),,5,,,,Florian Jabbour,25-Mar-13,,
81786,Abelia triflora,Caprifoliaceae,Dipsacales,234. Perianth differentiation (D1),Flora of Pakistan 2013 (website),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Florian Jabbour,25-Mar-13,,
188138,Abelia triflora,Caprifoliaceae,Dipsacales,301. Number of fertile stamens (C1),plantillustrations 2015 (website),,4,,,,Maria von Balthazar,27-Oct-15,,
188141,Abelia triflora,Caprifoliaceae,Dipsacales,305. Filament (D1),plantillustrations 2015 (website),305. Filament (D1): (1) present (general),,,,,Maria von Balthazar,27-Oct-15,,
188139,Abelia triflora,Caprifoliaceae,Dipsacales,330. Androecium structural phyllotaxy (D1),plantillustrations 2015 (website),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Maria von Balthazar,27-Oct-15,,
122753,Abrophyllum ornans,Rousseaceae,Asterales,100. Sex (D1),Kårehed et al 1999 (SystBot),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Kristel Schoonderwoerd,05-Jul-13,,
119613,Abrophyllum ornans,Rousseaceae,Asterales,102. Ovary position (D1),Lundberg & Bremer 2003 (IJPS),102. Ovary position (D1): (0) superior,,,,Perianth position is hypogynous,Kristel Schoonderwoerd,03-Jul-13,Kristel Schoonderwoerd,08-Jul-13
120131,Abrophyllum ornans,Rousseaceae,Asterales,102. Ovary position (D1),Gustafsson 2007 (Kubitzki),102. Ovary position (D1): (0) superior,,,,,Kristel Schoonderwoerd,04-Jul-13,,
122883,Abrophyllum ornans,Rousseaceae,Asterales,102. Ovary position (D1),Kårehed et al 1999 (SystBot),102. Ovary position (D1): (0) superior,,,,,Kristel Schoonderwoerd,05-Jul-13,,
120235,Abrophyllum ornans,Rousseaceae,Asterales,201. Number of perianth parts (C1),Gustafsson 2007 (Kubitzki),,,8,12,,Kristel Schoonderwoerd,04-Jul-13,,
119919,Abrophyllum ornans,Rousseaceae,Asterales,204. Fusion of perianth (C1),NSW Flora online 2015 (website),,0.3,,,Sepals,Kristel Schoonderwoerd,04-Jul-13,Maria von Balthazar,22-Oct-15
119923,Abrophyllum ornans,Rousseaceae,Asterales,204. Fusion of perianth (C1),Lundberg & Bremer 2003 (IJPS),,0,,,Petals,Kristel Schoonderwoerd,04-Jul-13,Kristel Schoonderwoerd,09-Jul-13
119089,Abrophyllum ornans,Rousseaceae,Asterales,207. Symmetry of perianth (D1),Lundberg & Bremer 2003 (IJPS),207. Symmetry of perianth (D1): (5) actinomorphic (general),,,,,Kristel Schoonderwoerd,03-Jul-13,Kristel Schoonderwoerd,08-Jul-13
127816,Abrophyllum ornans,Rousseaceae,Asterales,207. Symmetry of perianth (D1),Gustafsson 2007 (Kubitzki),207. Symmetry of perianth (D1): (5) actinomorphic (general),,,,,Kristel Schoonderwoerd,09-Jul-13,,
188110,Abrophyllum ornans,Rousseaceae,Asterales,230. Perianth phyllotaxy (D1),NSW Flora online 2015 (website),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Maria von Balthazar,22-Oct-15,,
188111,Abrophyllum ornans,Rousseaceae,Asterales,231. Number of perianth whorls (C1),NSW Flora online 2015 (website),,2,,,,Maria von Balthazar,22-Oct-15,,
119057,Abrophyllum ornans,Rousseaceae,Asterales,232. Perianth merism (C1),Lundberg & Bremer 2003 (IJPS),,5,,,,Kristel Schoonderwoerd,03-Jul-13,Kristel Schoonderwoerd,03-Jul-13
120157,Abrophyllum ornans,Rousseaceae,Asterales,232. Perianth merism (C1),Gustafsson 2007 (Kubitzki),,,4,6,,Kristel Schoonderwoerd,04-Jul-13,,
188113,Abrophyllum ornans,Rousseaceae,Asterales,234. Perianth differentiation (D1),NSW Flora online 2015 (website),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Maria von Balthazar,22-Oct-15,,
126001,Abrophyllum ornans,Rousseaceae,Asterales,301. Number of fertile stamens (C1),Lundberg & Bremer 2003 (IJPS),,5,,,,Kristel Schoonderwoerd,09-Jul-13,,
127850,Abrophyllum ornans,Rousseaceae,Asterales,305. Filament (D1),Gustafsson 2007 (Kubitzki),305. Filament (D1): (1) present (general),,,,,Kristel Schoonderwoerd,09-Jul-13,,
127918,Abrophyllum ornans,Rousseaceae,Asterales,305. Filament (D1),Gustafsson 2007 (Kubitzki),305. Filament (D1): (B) short (general),,,,,Kristel Schoonderwoerd,09-Jul-13,,
126494,Abrophyllum ornans,Rousseaceae,Asterales,311. Anther orientation (D1),Lundberg & Bremer 2003 (IJPS),311. Anther orientation (D1): (0) introrse,,,,,Kristel Schoonderwoerd,09-Jul-13,,
127878,Abrophyllum ornans,Rousseaceae,Asterales,311. Anther orientation (D1),Gustafsson 2007 (Kubitzki),311. Anther orientation (D1): (0) introrse,,,,,Kristel Schoonderwoerd,09-Jul-13,,
126345,Abrophyllum ornans,Rousseaceae,Asterales,312. Anther attachment (D1),Lundberg & Bremer 2003 (IJPS),312. Anther attachment (D1): (0) basifixed,,,,,Kristel Schoonderwoerd,09-Jul-13,,
188117,Abrophyllum ornans,Rousseaceae,Asterales,313. Anther dehiscence (D1),Lundberg & Bremer 2003 (IJPS),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Maria von Balthazar,22-Oct-15,,
188114,Abrophyllum ornans,Rousseaceae,Asterales,330. Androecium structural phyllotaxy (D1),NSW Flora online 2015 (website),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Maria von Balthazar,22-Oct-15,,
188115,Abrophyllum ornans,Rousseaceae,Asterales,331. Number of androecium structural whorls (C1),NSW Flora online 2015 (website),,1,,,,Maria von Balthazar,22-Oct-15,,
119132,Abrophyllum ornans,Rousseaceae,Asterales,332. Androecium structural merism (C1),Lundberg & Bremer 2003 (IJPS),,5,,,,Kristel Schoonderwoerd,03-Jul-13,Kristel Schoonderwoerd,09-Jul-13
188118,Abrophyllum ornans,Rousseaceae,Asterales,400. Gynoecium phyllotaxy (D1),NSW Flora online 2015 (website),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Maria von Balthazar,22-Oct-15,Maria von Balthazar,22-Oct-15
119141,Abrophyllum ornans,Rousseaceae,Asterales,401. Number of structural carpels (C1),Lundberg & Bremer 2003 (IJPS),,5,,,,Kristel Schoonderwoerd,03-Jul-13,Kristel Schoonderwoerd,09-Jul-13
188119,Abrophyllum ornans,Rousseaceae,Asterales,403. Fusion of ovaries (C1),NSW Flora online 2015 (website),,1,,,,Maria von Balthazar,22-Oct-15,,
119153,Abrophyllum ornans,Rousseaceae,Asterales,411. Number of ovules per functional carpel (C1),Lundberg & Bremer 2003 (IJPS),,,2,999,More than 2,Kristel Schoonderwoerd,03-Jul-13,Kristel Schoonderwoerd,09-Jul-13
128395,Acacia fimbriata,Fabaceae,Fabales,100. Sex (D1),New South Wales Flora 2013 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Emily Bailes,20-Aug-13,,
128388,Acacia fimbriata,Fabaceae,Fabales,201. Number of perianth parts (C1),Flora of Australia Online 2013 (website),,10,,,"5-merous, sepals & petals present",Emily Bailes,20-Aug-13,,
128389,Acacia fimbriata,Fabaceae,Fabales,204. Fusion of perianth (C1),Flora of Australia Online 2013 (website),,0.75,,,Caylx,Emily Bailes,20-Aug-13,,
128398,Acacia fimbriata,Fabaceae,Fabales,204. Fusion of perianth (C1),New South Wales Flora 2013 (website),,0,,,corolla,Emily Bailes,20-Aug-13,,
128399,Acacia fimbriata,Fabaceae,Fabales,230. Perianth phyllotaxy (D1),New South Wales Flora 2013 (website),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Emily Bailes,20-Aug-13,,
128396,Acacia fimbriata,Fabaceae,Fabales,231. Number of perianth whorls (C1),Flora of Australia Online 2013 (website),,2,,,,Emily Bailes,20-Aug-13,,
128386,Acacia fimbriata,Fabaceae,Fabales,232. Perianth merism (C1),Flora of Australia Online 2013 (website),,5,,,,Emily Bailes,20-Aug-13,,
128397,Acacia fimbriata,Fabaceae,Fabales,234. Perianth differentiation (D1),Flora of Australia Online 2013 (website),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Emily Bailes,20-Aug-13,,
128390,Acacia fimbriata,Fabaceae,Fabales,301. Number of fertile stamens (C1),New South Wales Flora 2013 (website),,,20,999,"Many!
http://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&photo=25&file=0/186/000134.jpg",Emily Bailes,20-Aug-13,,
128400,Acacia fimbriata,Fabaceae,Fabales,305. Filament (D1),New South Wales Flora 2013 (website),305. Filament (D1): (2) long and narrow,,,,,Emily Bailes,20-Aug-13,,
188145,Acacia fimbriata,Fabaceae,Fabales,313. Anther dehiscence (D1),New South Wales Flora 2013 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Maria von Balthazar,27-Oct-15,,
188146,Acacia fimbriata,Fabaceae,Fabales,401. Number of structural carpels (C1),New South Wales Flora 2013 (website),,1,,,,Maria von Balthazar,27-Oct-15,,
188149,Acacia fimbriata,Fabaceae,Fabales,411. Number of ovules per functional carpel (C1),New South Wales Flora 2013 (website),,,5,8,,Maria von Balthazar,27-Oct-15,,
121315,Acalypha californica,Euphorbiaceae,Malpighiales,100. Sex (D1),SEINet 2013 (website),100. Sex (D1): (1) unisexual monoecious (structurally and functionally),,,,pistillode absent,Anaëlle Soulebeau,04-Jul-13,Anaëlle Soulebeau,09-Jul-13
188152,Acalypha californica,Euphorbiaceae,Malpighiales,102. Ovary position (D1),Pax & Hoffmann 1924 (book),102. Ovary position (D1): (0) superior,,,,,Maria von Balthazar,27-Oct-15,,
121355,Acalypha californica,Euphorbiaceae,Malpighiales,201. Number of perianth parts (C1),SEINet 2013 (website),,3,,,"male flowers: calyx lobes 4; petals and disk 0
female flowers: calyx lobes 3(-5); petals and disk 0",Anaëlle Soulebeau,04-Jul-13,Anaëlle Soulebeau,09-Jul-13
121397,Acalypha californica,Euphorbiaceae,Malpighiales,201. Number of perianth parts (C1),SEINet 2013 (website),,5,,,"male flowers: calyx lobes 4; petals and disk 0
female flowers: calyx lobes 3(-5); petals and disk 0",Anaëlle Soulebeau,04-Jul-13,Anaëlle Soulebeau,09-Jul-13
188153,Acalypha californica,Euphorbiaceae,Malpighiales,230. Perianth phyllotaxy (D1),Pax & Hoffmann 1924 (book),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Maria von Balthazar,27-Oct-15,,
123483,Acalypha californica,Euphorbiaceae,Malpighiales,231. Number of perianth whorls (C1),SEINet 2013 (website),,1,,,sepals but no petals,Anaëlle Soulebeau,05-Jul-13,Anaëlle Soulebeau,09-Jul-13
188151,Acalypha californica,Euphorbiaceae,Malpighiales,232. Perianth merism (C1),Jepson eFlora 2015 (website),,,3,5,,Maria von Balthazar,27-Oct-15,,
121326,Acalypha californica,Euphorbiaceae,Malpighiales,301. Number of fertile stamens (C1),SEINet 2013 (website),,4,,,,Anaëlle Soulebeau,04-Jul-13,Anaëlle Soulebeau,09-Jul-13
121330,Acalypha californica,Euphorbiaceae,Malpighiales,301. Number of fertile stamens (C1),SEINet 2013 (website),,8,,,,Anaëlle Soulebeau,04-Jul-13,Anaëlle Soulebeau,09-Jul-13
188154,Acalypha californica,Euphorbiaceae,Malpighiales,305. Filament (D1),Jepson eFlora 2015 (website),305. Filament (D1): (2) long and narrow,,,,,Maria von Balthazar,27-Oct-15,,
188159,Acalypha californica,Euphorbiaceae,Malpighiales,313. Anther dehiscence (D1),Pax & Hoffmann 1924 (book),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Maria von Balthazar,27-Oct-15,,
188160,Acalypha californica,Euphorbiaceae,Malpighiales,400. Gynoecium phyllotaxy (D1),Pax & Hoffmann 1924 (book),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Maria von Balthazar,27-Oct-15,,
121426,Acalypha californica,Euphorbiaceae,Malpighiales,401. Number of structural carpels (C1),SEINet 2013 (website),,3,,,(1-)3 carpels,Anaëlle Soulebeau,04-Jul-13,Anaëlle Soulebeau,09-Jul-13
166615,Acanthochlamys bracteata,Velloziaceae,Pandanales,100. Sex (D1),Kubitzki 1998 (book),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Charlotte Prieu,24-Aug-14,,
166616,Acanthochlamys bracteata,Velloziaceae,Pandanales,102. Ovary position (D1),Kubitzki 1998 (book),102. Ovary position (D1): (1) inferior,,,,,Charlotte Prieu,24-Aug-14,,
166617,Acanthochlamys bracteata,Velloziaceae,Pandanales,201. Number of perianth parts (C1),Kubitzki 1998 (book),,6,,,,Charlotte Prieu,24-Aug-14,,
166623,Acanthochlamys bracteata,Velloziaceae,Pandanales,204. Fusion of perianth (C1),Kubitzki 1998 (book),,,0.5,0.8,,Charlotte Prieu,24-Aug-14,,
166624,Acanthochlamys bracteata,Velloziaceae,Pandanales,207. Symmetry of perianth (D1),Kubitzki 1998 (book),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Charlotte Prieu,24-Aug-14,,
166618,Acanthochlamys bracteata,Velloziaceae,Pandanales,230. Perianth phyllotaxy (D1),Kubitzki 1998 (book),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Charlotte Prieu,24-Aug-14,,
166619,Acanthochlamys bracteata,Velloziaceae,Pandanales,231. Number of perianth whorls (C1),Kubitzki 1998 (book),,2,,,,Charlotte Prieu,24-Aug-14,,
166620,Acanthochlamys bracteata,Velloziaceae,Pandanales,232. Perianth merism (C1),Kubitzki 1998 (book),,3,,,,Charlotte Prieu,24-Aug-14,,
166622,Acanthochlamys bracteata,Velloziaceae,Pandanales,234. Perianth differentiation (D1),Kubitzki 1998 (book),234. Perianth differentiation (D1): (9) very weak differentiation,,,,inner whorl slightly smaller than the outer one,Charlotte Prieu,24-Aug-14,,
166626,Acanthochlamys bracteata,Velloziaceae,Pandanales,301. Number of fertile stamens (C1),Kubitzki 1998 (book),,6,,,,Charlotte Prieu,24-Aug-14,,
166632,Acanthochlamys bracteata,Velloziaceae,Pandanales,305. Filament (D1),Kubitzki 1998 (book),305. Filament (D1): (1) present (general),,,,,Charlotte Prieu,24-Aug-14,,
166637,Acanthochlamys bracteata,Velloziaceae,Pandanales,311. Anther orientation (D1),Kubitzki 1998 (book),311. Anther orientation (D1): (0) introrse,,,,,Charlotte Prieu,24-Aug-14,,
166638,Acanthochlamys bracteata,Velloziaceae,Pandanales,312. Anther attachment (D1),Kubitzki 1998 (book),312. Anther attachment (D1): (1) dorsifixed,,,,,Charlotte Prieu,24-Aug-14,,
166639,Acanthochlamys bracteata,Velloziaceae,Pandanales,313. Anther dehiscence (D1),Kubitzki 1998 (book),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Charlotte Prieu,24-Aug-14,,
166627,Acanthochlamys bracteata,Velloziaceae,Pandanales,330. Androecium structural phyllotaxy (D1),Kubitzki 1998 (book),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Charlotte Prieu,24-Aug-14,,
166628,Acanthochlamys bracteata,Velloziaceae,Pandanales,331. Number of androecium structural whorls (C1),Kubitzki 1998 (book),,2,,,,Charlotte Prieu,24-Aug-14,,
166629,Acanthochlamys bracteata,Velloziaceae,Pandanales,332. Androecium structural merism (C1),Kubitzki 1998 (book),,3,,,,Charlotte Prieu,24-Aug-14,,
166641,Acanthochlamys bracteata,Velloziaceae,Pandanales,400. Gynoecium phyllotaxy (D1),Kubitzki 1998 (book),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Charlotte Prieu,24-Aug-14,,
166640,Acanthochlamys bracteata,Velloziaceae,Pandanales,401. Number of structural carpels (C1),Kubitzki 1998 (book),,3,,,,Charlotte Prieu,24-Aug-14,,
166642,Acanthochlamys bracteata,Velloziaceae,Pandanales,403. Fusion of ovaries (C1),Kubitzki 1998 (book),,1,,,,Charlotte Prieu,24-Aug-14,,
166648,Acanthochlamys bracteata,Velloziaceae,Pandanales,411. Number of ovules per functional carpel (C1),Kubitzki 1998 (book),,,10,100,,Charlotte Prieu,24-Aug-14,,
123911,Acanthus montanus,Acanthaceae,Lamiales,100. Sex (D1),Lindau 1895 (EnglerPrantl),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Jürg Schönenberger,08-Jul-13,,
123924,Acanthus montanus,Acanthaceae,Lamiales,102. Ovary position (D1),Lindau 1895 (EnglerPrantl),102. Ovary position (D1): (0) superior,,,,,Jürg Schönenberger,08-Jul-13,,
124216,Acanthus montanus,Acanthaceae,Lamiales,201. Number of perianth parts (C1),Lindau 1895 (EnglerPrantl),,10,,,"Corolla: only three lobes well developed
Calyx: abaxial calyx organ corresponds to two united sepals (mentioned explicitly in the text)",Jürg Schönenberger,08-Jul-13,,
124225,Acanthus montanus,Acanthaceae,Lamiales,207. Symmetry of perianth (D1),Lindau 1895 (EnglerPrantl),207. Symmetry of perianth (D1): (2) zygomorphic,,,,,Jürg Schönenberger,08-Jul-13,,
124088,Acanthus montanus,Acanthaceae,Lamiales,230. Perianth phyllotaxy (D1),Lindau 1895 (EnglerPrantl),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Jürg Schönenberger,08-Jul-13,Jürg Schönenberger,11-Jul-14
124095,Acanthus montanus,Acanthaceae,Lamiales,231. Number of perianth whorls (C1),Lindau 1895 (EnglerPrantl),,2,,,,Jürg Schönenberger,08-Jul-13,,
124114,Acanthus montanus,Acanthaceae,Lamiales,232. Perianth merism (C1),Lindau 1895 (EnglerPrantl),,5,,,,Jürg Schönenberger,08-Jul-13,,
124138,Acanthus montanus,Acanthaceae,Lamiales,234. Perianth differentiation (D1),Lindau 1895 (EnglerPrantl),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Jürg Schönenberger,08-Jul-13,,
124272,Acanthus montanus,Acanthaceae,Lamiales,301. Number of fertile stamens (C1),Lindau 1895 (EnglerPrantl),,4,,,,Jürg Schönenberger,08-Jul-13,Jürg Schönenberger,08-Jul-13
124287,Acanthus montanus,Acanthaceae,Lamiales,305. Filament (D1),Heine 1962 (KewBull),305. Filament (D1): (2) long and narrow,,,,,Jürg Schönenberger,08-Jul-13,Jürg Schönenberger,08-Jul-13
124418,Acanthus montanus,Acanthaceae,Lamiales,311. Anther orientation (D1),Lindau 1895 (EnglerPrantl),311. Anther orientation (D1): (0) introrse,,,,,Jürg Schönenberger,08-Jul-13,,
124451,Acanthus montanus,Acanthaceae,Lamiales,313. Anther dehiscence (D1),Lindau 1895 (EnglerPrantl),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Jürg Schönenberger,08-Jul-13,,
124251,Acanthus montanus,Acanthaceae,Lamiales,330. Androecium structural phyllotaxy (D1),Lindau 1895 (EnglerPrantl),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Jürg Schönenberger,08-Jul-13,Jürg Schönenberger,08-Jul-13
124255,Acanthus montanus,Acanthaceae,Lamiales,331. Number of androecium structural whorls (C1),Lindau 1895 (EnglerPrantl),,1,,,,Jürg Schönenberger,08-Jul-13,Jürg Schönenberger,08-Jul-13
124270,Acanthus montanus,Acanthaceae,Lamiales,332. Androecium structural merism (C1),Lindau 1895 (EnglerPrantl),,4,,,"median stamen reduced, NDacDat = 1, NRankDat = 2, NDqsDat = 3",Jürg Schönenberger,08-Jul-13,Jürg Schönenberger,08-Jul-13
124455,Acanthus montanus,Acanthaceae,Lamiales,400. Gynoecium phyllotaxy (D1),Lindau 1895 (EnglerPrantl),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Jürg Schönenberger,08-Jul-13,,
124456,Acanthus montanus,Acanthaceae,Lamiales,401. Number of structural carpels (C1),Lindau 1895 (EnglerPrantl),,2,,,,Jürg Schönenberger,08-Jul-13,,
124472,Acanthus montanus,Acanthaceae,Lamiales,403. Fusion of ovaries (C1),Lindau 1895 (EnglerPrantl),,1,,,,Jürg Schönenberger,08-Jul-13,,
124514,Acanthus montanus,Acanthaceae,Lamiales,411. Number of ovules per functional carpel (C1),Lindau 1895 (EnglerPrantl),,2,,,,Jürg Schönenberger,08-Jul-13,,
122548,Acharia tragodes,Achariaceae,Malpighiales,100. Sex (D1),Harms 1925 (EnglerPrantl),100. Sex (D1): (1) unisexual monoecious (structurally and functionally),,,,,Maria von Balthazar,05-Jul-13,,
122551,Acharia tragodes,Achariaceae,Malpighiales,102. Ovary position (D1),Dahlgren & van Wyk 1988 (AMBG),102. Ovary position (D1): (0) superior,,,,,Maria von Balthazar,05-Jul-13,,
122583,Acharia tragodes,Achariaceae,Malpighiales,201. Number of perianth parts (C1),Harms 1925 (EnglerPrantl),,,6,8,,Maria von Balthazar,05-Jul-13,Maria von Balthazar,05-Jul-13
122608,Acharia tragodes,Achariaceae,Malpighiales,204. Fusion of perianth (C1),Harms 1925 (EnglerPrantl),,0,,,sepals,Maria von Balthazar,05-Jul-13,,
122614,Acharia tragodes,Achariaceae,Malpighiales,204. Fusion of perianth (C1),Harms 1925 (EnglerPrantl),,0.9,,,petals,Maria von Balthazar,05-Jul-13,,
122616,Acharia tragodes,Achariaceae,Malpighiales,207. Symmetry of perianth (D1),Harms 1925 (EnglerPrantl),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Maria von Balthazar,05-Jul-13,,
122561,Acharia tragodes,Achariaceae,Malpighiales,230. Perianth phyllotaxy (D1),Harms 1925 (EnglerPrantl),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Maria von Balthazar,05-Jul-13,,
122562,Acharia tragodes,Achariaceae,Malpighiales,231. Number of perianth whorls (C1),Harms 1925 (EnglerPrantl),,2,,,,Maria von Balthazar,05-Jul-13,Maria von Balthazar,05-Jul-13
122570,Acharia tragodes,Achariaceae,Malpighiales,232. Perianth merism (C1),Harms 1925 (EnglerPrantl),,,3,4,,Maria von Balthazar,05-Jul-13,,
122581,Acharia tragodes,Achariaceae,Malpighiales,234. Perianth differentiation (D1),Harms 1925 (EnglerPrantl),234. Perianth differentiation (D1): (4) marked differentiation,,,,"in shape, size and color",Maria von Balthazar,05-Jul-13,Maria von Balthazar,22-Oct-15
122633,Acharia tragodes,Achariaceae,Malpighiales,301. Number of fertile stamens (C1),Harms 1925 (EnglerPrantl),,,3,4,,Maria von Balthazar,05-Jul-13,,
122664,Acharia tragodes,Achariaceae,Malpighiales,305. Filament (D1),Harms 1925 (EnglerPrantl),305. Filament (D1): (2) long and narrow,,,,,Maria von Balthazar,05-Jul-13,,
122765,Acharia tragodes,Achariaceae,Malpighiales,311. Anther orientation (D1),Harms 1925 (EnglerPrantl),311. Anther orientation (D1): (0) introrse,,,,,Maria von Balthazar,05-Jul-13,,
